t	x	y	z	vx	vy	vz	xstart	ystart	zstart	roihinit	roiwinit	roixinit	roiyinit	imgw	imgh	fov	goaldiv	t0	t1	t2	t3	tlanded	nreinits	phistart	thetastart	psistart
68.119370	-0.743792	-0.724268	5.162412	0.002496	0.003062	-0.010121
68.151611	-0.743710	-0.724167	5.162032	0.002483	0.003063	-0.014027
68.187759	-0.743617	-0.724054	5.161239	0.002593	0.003062	-0.030943
68.219025	-0.743529	-0.723955	5.159984	0.002944	0.003082	-0.045012
68.251266	-0.743420	-0.723852	5.158427	0.003646	0.003174	-0.046727
68.284485	-0.743279	-0.723741	5.156851	0.004684	0.003397	-0.047486
68.316727	-0.743104	-0.723623	5.155112	0.005863	0.003763	-0.059753
68.349945	-0.742882	-0.723485	5.152816	0.007202	0.004335	-0.073017
68.383163	-0.742611	-0.723324	5.150273	0.008670	0.005151	-0.073820
68.414429	-0.742310	-0.723144	5.147943	0.010115	0.006116	-0.073304
68.447639	-0.741937	-0.722915	5.145444	0.011746	0.007338	-0.071838
68.484772	-0.741453	-0.722606	5.142741	0.013713	0.008895	-0.072471
68.517014	-0.740968	-0.722287	5.140334	0.015604	0.010408	-0.071193
68.550224	-0.740399	-0.721902	5.138134	0.017846	0.012171	-0.056053
68.582466	-0.739769	-0.721469	5.136565	0.020222	0.013980	-0.041090
68.614708	-0.739058	-0.720976	5.135449	0.022808	0.015875	-0.025305
68.647926	-0.738232	-0.720400	5.134872	0.025655	0.017892	-0.010794
68.680168	-0.737335	-0.719775	5.134749	0.028618	0.019935	0.004584
68.712410	-0.736337	-0.719080	5.135171	0.031730	0.022054	0.018689
68.748558	-0.735093	-0.718216	5.136155	0.035401	0.024557	0.035830
68.780800	-0.733864	-0.717364	5.137754	0.038949	0.027009	0.062674
68.813042	-0.732515	-0.716428	5.140321	0.042619	0.029584	0.090274
68.846260	-0.730999	-0.715375	5.143720	0.046324	0.032234	0.106387
68.879478	-0.729359	-0.714232	5.147406	0.049881	0.034827	0.107472
68.910744	-0.727706	-0.713076	5.150812	0.053255	0.037324	0.106769
68.944939	-0.725771	-0.711716	5.154718	0.057195	0.040254	0.118401
68.977180	-0.723817	-0.710338	5.158844	0.060978	0.043056	0.129289
69.009415	-0.721739	-0.708869	5.163189	0.064710	0.045793	0.132767
69.041656	-0.719539	-0.707311	5.167529	0.068364	0.048445	0.128465
69.074875	-0.717148	-0.705616	5.171658	0.071960	0.051040	0.112236
69.107117	-0.714715	-0.703890	5.174908	0.075223	0.053395	0.082955
69.139359	-0.712175	-0.702086	5.177111	0.078477	0.055755	0.052979
69.176483	-0.709112	-0.699909	5.178681	0.082512	0.058693	0.033072
69.209702	-0.706236	-0.697862	5.179718	0.086453	0.061561	0.030842
69.241943	-0.703313	-0.695780	5.180764	0.090377	0.064395	0.030893
69.274185	-0.700264	-0.693607	5.181623	0.094123	0.067075	0.019212
69.306427	-0.697091	-0.691346	5.182021	0.097892	0.069774	0.006849
69.339645	-0.693691	-0.688922	5.182036	0.101748	0.072567	-0.007228
69.372864	-0.690161	-0.686402	5.181550	0.105634	0.075416	-0.019058
69.405106	-0.686604	-0.683861	5.180900	0.109667	0.078387	-0.017919
69.436363	-0.683025	-0.681302	5.180390	0.113597	0.081280	-0.015539
69.469582	-0.679086	-0.678482	5.179895	0.117795	0.084356	-0.011923
69.502800	-0.675000	-0.675555	5.179723	0.122272	0.087621	0.003834
69.535042	-0.670882	-0.672603	5.180302	0.126949	0.091016	0.032854
69.567284	-0.666608	-0.669539	5.181921	0.131655	0.094414	0.062607
69.602455	-0.661773	-0.666072	5.184578	0.136446	0.097860	0.081585
69.633720	-0.657334	-0.662887	5.187427	0.140633	0.100873	0.097427
69.665962	-0.652612	-0.659500	5.191081	0.145176	0.104154	0.125303
69.700157	-0.647439	-0.655788	5.196033	0.149923	0.107600	0.154745
69.731422	-0.642568	-0.652291	5.201360	0.154090	0.110638	0.176958
69.763664	-0.637408	-0.648585	5.207511	0.158152	0.113612	0.192880
69.797859	-0.631791	-0.644549	5.214544	0.162384	0.116721	0.209738
69.829124	-0.626527	-0.640764	5.221513	0.166133	0.119476	0.223078
69.861359	-0.620975	-0.636770	5.229084	0.169930	0.122262	0.236431
69.895554	-0.614950	-0.632435	5.237613	0.173832	0.125118	0.248236
69.926819	-0.609324	-0.628385	5.245732	0.177371	0.127701	0.260068
69.959061	-0.603403	-0.624121	5.254550	0.180965	0.130306	0.271853
69.993256	-0.597000	-0.619511	5.264108	0.184375	0.132761	0.271168
70.028427	-0.590298	-0.614685	5.273628	0.187385	0.134941	0.254780
70.059692	-0.584254	-0.610332	5.281507	0.189953	0.136834	0.239417
70.092911	-0.577742	-0.605640	5.289396	0.192593	0.138815	0.223110
70.126129	-0.571142	-0.600881	5.296704	0.195203	0.140792	0.208666
70.158371	-0.564651	-0.596198	5.303377	0.197665	0.142647	0.194065
70.190613	-0.558081	-0.591455	5.309535	0.200123	0.144474	0.180860
70.223831	-0.551226	-0.586506	5.315465	0.202588	0.146281	0.166346
70.255096	-0.544703	-0.581796	5.320423	0.204558	0.147714	0.141665
70.287331	-0.537913	-0.576893	5.324625	0.206497	0.149122	0.115172
70.321526	-0.530642	-0.571642	5.328157	0.208438	0.150532	0.085632
70.353767	-0.523731	-0.566651	5.330363	0.209894	0.151596	0.046726
70.386009	-0.516775	-0.561626	5.331214	0.211268	0.152622	0.007706
70.419228	-0.509560	-0.556413	5.330790	0.212583	0.153639	-0.033054
70.451469	-0.502521	-0.551325	5.328877	0.213489	0.154377	-0.083458
70.482735	-0.495670	-0.546369	5.325373	0.214308	0.155064	-0.132154
70.515953	-0.488357	-0.541075	5.320157	0.215480	0.156020	-0.170626
70.552101	-0.480351	-0.535277	5.313093	0.216736	0.157038	-0.211431
70.583366	-0.473391	-0.530232	5.305754	0.217881	0.157947	-0.243669
70.616585	-0.465949	-0.524836	5.297065	0.219470	0.159168	-0.263645
70.648827	-0.458667	-0.519554	5.288233	0.221392	0.160617	-0.268256
70.683022	-0.450869	-0.513896	5.278941	0.223734	0.162357	-0.260864
70.716240	-0.443211	-0.508338	5.270346	0.226277	0.164231	-0.242315
70.747498	-0.435921	-0.503046	5.263009	0.228870	0.166140	-0.215462
70.781693	-0.427853	-0.497189	5.255969	0.231518	0.168101	-0.189186
70.813934	-0.420170	-0.491610	5.249959	0.233525	0.169608	-0.177579
70.846176	-0.412429	-0.485987	5.244089	0.235000	0.170745	-0.180311
70.879395	-0.404413	-0.480161	5.237679	0.235951	0.171527	-0.198410
70.913589	-0.396132	-0.474139	5.230356	0.236764	0.172250	-0.217282
70.944855	-0.388537	-0.468611	5.223120	0.237362	0.172828	-0.235633
70.978073	-0.380449	-0.462719	5.214742	0.237933	0.173402	-0.254423
71.011292	-0.372337	-0.456805	5.205930	0.238786	0.174171	-0.260590
71.043533	-0.364431	-0.451035	5.197422	0.239968	0.175151	-0.252235
71.075775	-0.356480	-0.445231	5.189363	0.241354	0.176249	-0.235657
71.108017	-0.348486	-0.439392	5.181810	0.242599	0.177216	-0.224007
71.141235	-0.340208	-0.433344	5.174373	0.243852	0.178174	-0.211779
71.172493	-0.332374	-0.427620	5.167925	0.245251	0.179236	-0.189298
71.210602	-0.322767	-0.420598	5.161117	0.246824	0.180432	-0.162171
71.241859	-0.314845	-0.414806	5.156135	0.247691	0.181102	-0.151797
71.274101	-0.306655	-0.408817	5.151092	0.248088	0.181434	-0.156051
71.307320	-0.298207	-0.402638	5.145654	0.248336	0.181679	-0.161741
71.341515	-0.289500	-0.396266	5.140065	0.248774	0.182102	-0.154927
71.373756	-0.281272	-0.390241	5.135248	0.249427	0.182700	-0.134762
71.406975	-0.272771	-0.384012	5.131071	0.250067	0.183284	-0.113021
71.439217	-0.264500	-0.377949	5.127697	0.250692	0.183832	-0.090284
71.471458	-0.256209	-0.371867	5.125108	0.251245	0.184310	-0.068936
71.504677	-0.247649	-0.365587	5.123131	0.251772	0.184769	-0.046239
71.536919	-0.239325	-0.359476	5.121969	0.252140	0.185131	-0.026592
71.570137	-0.230743	-0.353173	5.121236	0.252107	0.185228	-0.019316
71.602379	-0.222418	-0.347054	5.120668	0.251925	0.185243	-0.013559
71.635597	-0.213847	-0.340749	5.120417	0.251768	0.185301	-0.000855
71.666855	-0.205787	-0.334814	5.120543	0.251420	0.185198	0.006552
71.700073	-0.197242	-0.328518	5.120712	0.250666	0.184782	0.001101
71.732315	-0.188980	-0.322425	5.120461	0.249551	0.184078	-0.018199
71.765533	-0.180509	-0.316174	5.119447	0.248311	0.183285	-0.039002
71.797775	-0.172328	-0.310133	5.117827	0.247029	0.182462	-0.060149
71.830017	-0.164190	-0.304120	5.115477	0.245722	0.181636	-0.079802
71.863235	-0.155851	-0.297954	5.112422	0.244307	0.180748	-0.100779
71.894501	-0.148048	-0.292178	5.108863	0.242960	0.179905	-0.119056
71.927719	-0.139805	-0.286071	5.104500	0.241486	0.178973	-0.138386
71.959961	-0.131852	-0.280175	5.099612	0.240057	0.178051	-0.155166
71.996109	-0.122992	-0.273601	5.093524	0.238392	0.176951	-0.174868
72.030304	-0.114669	-0.267421	5.087079	0.236830	0.175918	-0.190293
72.063522	-0.106632	-0.261448	5.080548	0.235536	0.175094	-0.190776
72.095764	-0.098873	-0.255678	5.074281	0.234254	0.174278	-0.190275
72.127998	-0.091160	-0.249937	5.067851	0.232717	0.173273	-0.201122
72.167084	-0.081887	-0.243030	5.059215	0.230435	0.171755	-0.232531
72.199326	-0.074309	-0.237378	5.051084	0.228492	0.170482	-0.256821
72.231567	-0.066792	-0.231766	5.042376	0.226716	0.169350	-0.267492
72.264786	-0.059105	-0.226021	5.033308	0.225102	0.168339	-0.262842
72.297020	-0.051695	-0.220477	5.024743	0.223522	0.167319	-0.257525
72.330238	-0.044117	-0.214802	5.016067	0.221889	0.166243	-0.250696
72.362480	-0.036815	-0.209328	5.007908	0.220252	0.165149	-0.245303
72.394722	-0.029568	-0.203892	4.999884	0.218580	0.164031	-0.239064
72.430870	-0.021509	-0.197841	4.991162	0.216601	0.162714	-0.234167
72.463112	-0.014388	-0.192489	4.983318	0.214557	0.161347	-0.243099
72.495354	-0.007337	-0.187184	4.975083	0.212410	0.159934	-0.253508
72.528572	-0.000146	-0.181765	4.966422	0.210273	0.158569	-0.253585
72.563744	0.007389	-0.176078	4.957279	0.207920	0.157060	-0.255853
